"X..Gene.Family","DSpakowicz002_1_R153_S1","DSpakowicz002_11_R153_S11","DSpakowicz002_12_R153_S12","DSpakowicz002_13_R153_S13","DSpakowicz002_14_R153_S14","DSpakowicz002_15_R153_S15","DSpakowicz002_16_R153_S16","DSpakowicz002_17_R153_S17","DSpakowicz002_18_R153_S18","DSpakowicz002_19_R153_S19","DSpakowicz002_2_R153_S2","DSpakowicz002_3_R153_S3","DSpakowicz002_5_R153_S5","DSpakowicz002_6_R153_S6","DSpakowicz002_7_R153_S7","DSpakowicz002_8_R153_S8","DSpakowicz002_9_R153_S9"
"UniRef90_Q7R856",14560.2247517451,8872.6119035456,19868.1140361122,13502.1375512462,6801.020778415,14392.814235571,20776.7929550325,13672.0062253704,10753.412398922,10814.4252904244,12299.0370826044,11772.2613819932,15771.1453085005,27050.8861023954,20161.1364754105,12943.7618540121,16308.1593075721
"UniRef90_Q7R856|unclassified",14560.2247517451,8872.6119035456,19868.1140361122,13502.1375512462,6801.020778415,14392.814235571,20776.7929550325,13672.0062253704,10753.412398922,10814.4252904244,12299.0370826044,11772.2613819932,15771.1453085005,27050.8861023954,20161.1364754105,12943.7618540121,16308.1593075721
"UniRef90_UPI000A3861E8",14390.0709699623,10305.6863675381,18930.0115742925,13347.8385499835,7411.8238042829,15967.2599457253,22160.7760637522,12507.2381741136,12054.295803136,8424.7217988887,10159.6075467045,9037.6404947784,16117.1589364863,25136.464758353,19964.3539208256,12322.1762605922,15753.0689251606
"UniRef90_UPI000A3861E8|unclassified",14390.0709699623,10305.6863675381,18930.0115742925,13347.8385499835,7411.8238042829,15967.2599457253,22160.7760637522,12507.2381741136,12054.295803136,8424.7217988887,10159.6075467045,9037.6404947784,16117.1589364863,25136.464758353,19964.3539208256,12322.1762605922,15753.0689251606
"UniRef90_Q7R7I3",14128.4854918238,9345.5435976489,17226.5052444872,11827.8987075263,6032.5065047611,13540.1467633531,18744.3456700335,11433.638833203,10263.9407724127,9142.3270235497,11094.467409108,9514.4110093624,15118.3020135928,26534.2872259887,18437.128741838,11050.2072302737,15340.4304623739
"UniRef90_Q7R7I3|unclassified",14128.4854918238,9345.5435976489,17226.5052444872,11827.8987075263,6032.5065047611,13540.1467633531,18744.3456700335,11433.638833203,10263.9407724127,9142.3270235497,11094.467409108,9514.4110093624,15118.3020135928,26534.2872259887,18437.128741838,11050.2072302737,15340.4304623739
"UniRef90_A8R0U4",12215.8622967199,8388.6782690827,18447.1262819173,12031.4401450472,6840.2471663635,13039.2738198801,21913.3288923481,11330.0246547909,10038.8190817389,8722.8237303235,10992.9194433192,8221.5726667336,14390.1832791933,24855.1681951262,18860.9740725357,12083.5170599706,13479.7233866168
"UniRef90_A8R0U4|unclassified",12215.8622967199,8388.6782690827,18447.1262819173,12031.4401450472,6840.2471663635,13039.2738198801,21913.3288923481,11330.0246547909,10038.8190817389,8722.8237303235,10992.9194433192,8221.5726667336,14390.1832791933,24855.1681951262,18860.9740725357,12083.5170599706,13479.7233866168
"UniRef90_Q7RAY3",12029.3107470528,6547.5322802404,11849.4789102572,10127.2859933125,3830.7485478346,11186.9687114989,13231.8614535312,8659.5033220759,8868.2868591447,10194.9975288005,9664.8340826114,11022.5207725048,10480.2115387506,19489.2292405651,14751.091567816,9568.4062464207,11194.5782453929
"UniRef90_Q7RAY3|unclassified",12029.3107470528,6547.5322802404,11849.4789102572,10127.2859933125,3830.7485478346,11186.9687114989,13231.8614535312,8659.5033220759,8868.2868591447,10194.9975288005,9664.8340826114,11022.5207725048,10480.2115387506,19489.2292405651,14751.091567816,9568.4062464207,11194.5782453929
"UniRef90_Q7R7N1",11579.4615945601,7629.3178946272,19330.5151528923,9254.3495363906,4476.8110581776,10507.6239559322,16314.7676414602,13274.1186895777,10064.4093865838,14190.6247724483,15710.283025707,8648.7151635973,12147.0788723531,13046.2081272881,13329.4297151132,9811.3765500461,12946.3286148009
"UniRef90_Q7R7N1|unclassified",11579.4615945601,7629.3178946272,19330.5151528923,9254.3495363906,4476.8110581776,10507.6239559322,16314.7676414602,13274.1186895777,10064.4093865838,14190.6247724483,15710.283025707,8648.7151635973,12147.0788723531,13046.2081272881,13329.4297151132,9811.3765500461,12946.3286148009
"UniRef90_UPI0006DBE450",11272.7790295974,9108.5961520857,22263.736297298,14378.231387671,9234.1234663387,14533.0609839381,26868.2260003108,13230.2005931212,9485.6191629966,11293.3943875435,13065.0636623773,8459.0525364296,13787.5275494665,24268.0335145774,20620.4453838599,14018.371931692,13193.1255732097
"UniRef90_UPI0006DBE450|unclassified",11272.7790295974,9108.5961520857,22263.736297298,14378.231387671,9234.1234663387,14533.0609839381,26868.2260003108,13230.2005931212,9485.6191629966,11293.3943875435,13065.0636623773,8459.0525364296,13787.5275494665,24268.0335145774,20620.4453838599,14018.371931692,13193.1255732097
"UniRef90_A0A0P6CDB6",11217.6579521942,7952.9453274824,16555.7900560367,10852.2965084291,6688.7361725066,13059.2476940088,18572.3968624768,10466.8725972122,9547.5724945487,8709.0621403163,10096.0072764684,7621.4285543914,13351.7067728422,22098.0789124137,17303.8262058803,11052.7523600292,12182.9611338403
"UniRef90_A0A0P6CDB6|unclassified",11217.6579521942,7952.9453274824,16555.7900560367,10852.2965084291,6688.7361725066,13059.2476940088,18572.3968624768,10466.8725972122,9547.5724945487,8709.0621403163,10096.0072764684,7621.4285543914,13351.7067728422,22098.0789124137,17303.8262058803,11052.7523600292,12182.9611338403
"UniRef90_J3QNI2",11108.0068406665,NA,17037.104502059,NA,NA,NA,NA,NA,NA,NA,13562.7667286293,NA,NA,24434.9161339378,12118.7529713966,NA,NA
"UniRef90_J3QNI2|unclassified",11108.0068406665,NA,17037.104502059,NA,NA,NA,NA,NA,NA,NA,13562.7667286293,NA,NA,24434.9161339378,12118.7529713966,NA,NA
"UniRef90_UPI0009B2D867",10977.8505957925,7558.9752920073,16526.1517456434,10688.0488028534,6662.4225761666,12485.1820054607,19555.9929292401,10278.061791181,9121.9092167706,7731.4906757737,9654.8117807322,7091.9299837652,12910.6397257946,21605.9304534269,17214.0080677876,11049.8890868806,11900.7809885375
"UniRef90_UPI0009B2D867|unclassified",10977.8505957925,7558.9752920073,16526.1517456434,10688.0488028534,6662.4225761666,12485.1820054607,19555.9929292401,10278.061791181,9121.9092167706,7731.4906757737,9654.8117807322,7091.9299837652,12910.6397257946,21605.9304534269,17214.0080677876,11049.8890868806,11900.7809885375
"UniRef90_Q7R857",10934.8435020816,7812.384539805,17162.9165737153,11058.7994126868,6994.5278933557,12903.7429342936,20432.051093982,10594.5606398236,9259.1975612907,8173.2512539058,10240.0810732764,7018.3819455468,13091.8639787427,22012.1113060225,17544.0041105239,11490.668820165,12116.437834203
"UniRef90_Q7R857|unclassified",10934.8435020816,7812.384539805,17162.9165737153,11058.7994126868,6994.5278933557,12903.7429342936,20432.051093982,10594.5606398236,9259.1975612907,8173.2512539058,10240.0810732764,7018.3819455468,13091.8639787427,22012.1113060225,17544.0041105239,11490.668820165,12116.437834203
"UniRef90_A0A0V1KIU1",10728.0284678983,5231.9203546856,11877.8159465067,5897.1277440818,3531.6936509022,11212.0802716195,11495.7667021712,7665.9171657327,5932.600722366,8283.2917534089,8642.707410692,4178.41424651,9055.1707556127,22997.1405926396,8742.8526441122,6312.4766693252,7153.2477649472
"UniRef90_A0A0V1KIU1|unclassified",10728.0284678983,5231.9203546856,11877.8159465067,5897.1277440818,3531.6936509022,11212.0802716195,11495.7667021712,7665.9171657327,5932.600722366,8283.2917534089,8642.707410692,4178.41424651,9055.1707556127,22997.1405926396,8742.8526441122,6312.4766693252,7153.2477649472
"UniRef90_A0A1X6RLB3",10685.7296744013,3634.6242630385,11207.7247751013,5194.9882373442,2537.719236227,8536.5443893529,8491.7221798954,7660.4584511024,6212.005589484,8111.2211934059,5914.6559260322,5353.5645162748,7450.7273351727,17232.3828582651,8523.2355806655,5926.8209221379,5908.3519415139
"UniRef90_A0A1X6RLB3|unclassified",10685.7296744013,3634.6242630385,11207.7247751013,5194.9882373442,2537.719236227,8536.5443893529,8491.7221798954,7660.4584511024,6212.005589484,8111.2211934059,5914.6559260322,5353.5645162748,7450.7273351727,17232.3828582651,8523.2355806655,5926.8209221379,5908.3519415139
"UniRef90_A0A0E9EJB0",10602.7058408554,7663.0290461397,15399.0262441251,9739.1901341239,5844.5155362742,11547.7763733438,18128.6366013885,9466.489343884,8636.7094120115,7936.6498340173,10140.4826383366,7475.4126206643,12445.0313356685,21257.5921307878,15465.9097654281,10307.1141841598,12296.9135526921
"UniRef90_A0A0E9EJB0|unclassified",10602.7058408554,7663.0290461397,15399.0262441251,9739.1901341239,5844.5155362742,11547.7763733438,18128.6366013885,9466.489343884,8636.7094120115,7936.6498340173,10140.4826383366,7475.4126206643,12445.0313356685,21257.5921307878,15465.9097654281,10307.1141841598,12296.9135526921
"UniRef90_Q7R7I1",10195.04693079,6382.3249726418,14238.8564866939,9435.6024235974,5084.4275188068,10389.8180549809,16507.0371671863,9181.8802251786,7784.3665489374,7907.7991339995,8797.4148930021,8188.833829501,11699.9238835152,19893.0813274991,14229.2941704585,9104.4735695319,11673.1902212375
"UniRef90_Q7R7I1|unclassified",10195.04693079,6382.3249726418,14238.8564866939,9435.6024235974,5084.4275188068,10389.8180549809,16507.0371671863,9181.8802251786,7784.3665489374,7907.7991339995,8797.4148930021,8188.833829501,11699.9238835152,19893.0813274991,14229.2941704585,9104.4735695319,11673.1902212375
"UniRef90_UPI000A3AAE06",10173.8176506448,5443.1984932758,17690.7170423721,8182.8444850745,3883.6312867504,9880.9066988474,11113.7645397704,10946.9689978509,7571.9545816422,11581.2192024201,11530.1278489931,5441.5563413141,11052.5080992108,17531.2114466979,10651.776518847,9092.6045478791,9853.5585862385
"UniRef90_UPI000A3AAE06|unclassified",10173.8176506448,5443.1984932758,17690.7170423721,8182.8444850745,3883.6312867504,9880.9066988474,11113.7645397704,10946.9689978509,7571.9545816422,11581.2192024201,11530.1278489931,5441.5563413141,11052.5080992108,17531.2114466979,10651.776518847,9092.6045478791,9853.5585862385
"UniRef90_UPI000A3884FC",10052.3208893818,4976.4955916849,14789.1777183122,6937.8425374254,2636.3896776369,9462.8707510922,11062.7745102758,8594.710204891,7456.7679860693,9928.6482785771,12522.8543798477,5266.5248204054,9911.2759075797,22988.5983826122,8993.0075011236,6597.712078498,9294.8603791147
"UniRef90_UPI000A3884FC|unclassified",10052.3208893818,4976.4955916849,14789.1777183122,6937.8425374254,2636.3896776369,9462.8707510922,11062.7745102758,8594.710204891,7456.7679860693,9928.6482785771,12522.8543798477,5266.5248204054,9911.2759075797,22988.5983826122,8993.0075011236,6597.712078498,9294.8603791147
"UniRef90_A0A0E9DDK8",9796.1371279701,4835.5848473626,11982.7478281167,5878.1899083692,2630.0421168294,8281.5724783781,8772.2264253616,7373.1671717883,6557.3687805896,9971.9863749422,10521.1946502137,6207.5217594202,7726.5387793519,12428.8413882125,7918.9155406583,6379.9939600708,9053.8120235111
"UniRef90_A0A0E9DDK8|unclassified",9796.1371279701,4835.5848473626,11982.7478281167,5878.1899083692,2630.0421168294,8281.5724783781,8772.2264253616,7373.1671717883,6557.3687805896,9971.9863749422,10521.1946502137,6207.5217594202,7726.5387793519,12428.8413882125,7918.9155406583,6379.9939600708,9053.8120235111
"UniRef90_UPI000A27B9F8",9594.7215485075,6229.1365400687,14987.2673235353,7252.8033731998,4014.3748218635,10385.4394907677,14873.5403039944,8233.9075692069,7398.3168297223,9474.6787736421,12032.5699613292,5235.5574439595,9043.4380448711,17522.3541836648,11746.160527953,7992.3378102286,9475.8868560954
"UniRef90_UPI000A27B9F8|unclassified",9594.7215485075,6229.1365400687,14987.2673235353,7252.8033731998,4014.3748218635,10385.4394907677,14873.5403039944,8233.9075692069,7398.3168297223,9474.6787736421,12032.5699613292,5235.5574439595,9043.4380448711,17522.3541836648,11746.160527953,7992.3378102286,9475.8868560954
"UniRef90_A0A1X6RLE5",9315.3647729753,3551.035054006,10881.0306517622,6067.5614837546,2712.0607295072,8337.1190246988,8836.0521306394,7004.360808901,6257.2575749815,7457.2414081518,8783.5257187789,4821.3893078781,7236.4031952537,21714.6108154341,7173.238547555,5507.5157103837,7232.3300300378
"UniRef90_A0A1X6RLE5|unclassified",9315.3647729753,3551.035054006,10881.0306517622,6067.5614837546,2712.0607295072,8337.1190246988,8836.0521306394,7004.360808901,6257.2575749815,7457.2414081518,8783.5257187789,4821.3893078781,7236.4031952537,21714.6108154341,7173.238547555,5507.5157103837,7232.3300300378
"UniRef90_A0A1X6RKW3",9108.7927225292,4819.7148086975,10483.9660468608,3723.5224201401,1893.5381240367,6795.4001118515,9242.9377551364,4991.1538336206,4295.3858638742,7878.2058282289,7942.2414458619,3247.413763357,6150.8432458462,24924.1147890899,6817.6376253599,5164.1741326037,6671.0684413336
"UniRef90_A0A1X6RKW3|unclassified",9108.7927225292,4819.7148086975,10483.9660468608,3723.5224201401,1893.5381240367,6795.4001118515,9242.9377551364,4991.1538336206,4295.3858638742,7878.2058282289,7942.2414458619,3247.413763357,6150.8432458462,24924.1147890899,6817.6376253599,5164.1741326037,6671.0684413336
"UniRef90_UPI000A3BBF22",9099.3546274566,6571.4740042293,14565.507052928,9371.7093166564,6220.391412321,10768.0955925163,18273.7612651399,8625.351870723,8146.1482989827,6249.1570836547,8164.59631367,5298.4383714167,11019.7981588017,18231.541036116,15221.8132533061,9582.010242578,10114.4814609498
"UniRef90_UPI000A3BBF22|unclassified",9099.3546274566,6571.4740042293,14565.507052928,9371.7093166564,6220.391412321,10768.0955925163,18273.7612651399,8625.351870723,8146.1482989827,6249.1570836547,8164.59631367,5298.4383714167,11019.7981588017,18231.541036116,15221.8132533061,9582.010242578,10114.4814609498
"UniRef90_A0A0V1KIM6",9076.7971769922,3828.9569665429,4679.5304447867,1502.0939344148,1104.4706134741,8914.1435649644,3672.9029234869,3179.9090384676,1891.2014066973,1936.9346075852,2561.4080191896,1821.0758708388,5647.8865639347,19579.2913849481,2887.1100182096,2048.2675256268,1984.8198654874
"UniRef90_A0A0V1KIM6|unclassified",9076.7971769922,3828.9569665429,4679.5304447867,1502.0939344148,1104.4706134741,8914.1435649644,3672.9029234869,3179.9090384676,1891.2014066973,1936.9346075852,2561.4080191896,1821.0758708388,5647.8865639347,19579.2913849481,2887.1100182096,2048.2675256268,1984.8198654874
"UniRef90_UPI000A27CA39",8931.5426855233,6243.2617390792,19796.6173066259,7675.8300479368,3464.9436433859,8934.8477430594,13223.9073441987,8345.6732357303,9948.4770881089,11380.6933405938,15560.7771930345,5542.7716544931,9911.7475154741,17131.7734364526,11235.5022281853,8588.8745308609,10079.4202640026
"UniRef90_UPI000A27CA39|unclassified",8931.5426855233,6243.2617390792,19796.6173066259,7675.8300479368,3464.9436433859,8934.8477430594,13223.9073441987,8345.6732357303,9948.4770881089,11380.6933405938,15560.7771930345,5542.7716544931,9911.7475154741,17131.7734364526,11235.5022281853,8588.8745308609,10079.4202640026
"UniRef90_A0A1X6RL80",8896.2915793688,8998.039934067,26042.5244537157,12748.1605983202,5877.5980466214,8014.8849427103,19911.5519144879,15731.6565064088,13563.1228673131,19305.4739951057,22179.4443152207,12512.5290425846,12132.1333913796,14567.9917107526,16309.2545050597,13694.2045503231,17680.2555912507
"UniRef90_A0A1X6RL80|unclassified",8896.2915793688,8998.039934067,26042.5244537157,12748.1605983202,5877.5980466214,8014.8849427103,19911.5519144879,15731.6565064088,13563.1228673131,19305.4739951057,22179.4443152207,12512.5290425846,12132.1333913796,14567.9917107526,16309.2545050597,13694.2045503231,17680.2555912507
"UniRef90_Q7R7I4",8800.5741779696,6333.0141235179,13364.653459492,8748.1835279384,5552.4771020195,10249.69787561,15806.9849016485,8458.2372977726,7586.7315097445,6546.3719492312,8124.916688101,5745.6103954487,10427.3681657889,17488.2732422319,13871.9798153685,9018.2336556996,9741.4881456873
"UniRef90_Q7R7I4|unclassified",8800.5741779696,6333.0141235179,13364.653459492,8748.1835279384,5552.4771020195,10249.69787561,15806.9849016485,8458.2372977726,7586.7315097445,6546.3719492312,8124.916688101,5745.6103954487,10427.3681657889,17488.2732422319,13871.9798153685,9018.2336556996,9741.4881456873
"UniRef90_A0A1X6RME9",8687.7275814967,5009.7164822659,13625.640004871,6222.6404903487,3005.6986337861,8004.6770861286,9719.2628700938,8989.1578088215,7136.4413506454,10415.5912058527,11595.6123595257,6417.4041009165,8717.3287956621,12742.9590117127,9655.3409540737,6597.9144779385,9180.4778472285
"UniRef90_A0A1X6RME9|unclassified",8687.7275814967,5009.7164822659,13625.640004871,6222.6404903487,3005.6986337861,8004.6770861286,9719.2628700938,8989.1578088215,7136.4413506454,10415.5912058527,11595.6123595257,6417.4041009165,8717.3287956621,12742.9590117127,9655.3409540737,6597.9144779385,9180.4778472285
"UniRef90_P11369",8605.7653840234,6212.846200699,13616.2195112309,8776.2629988151,5760.5647522947,10165.8245715984,16804.9165569393,8182.9925193901,7655.4933794296,6122.3882028484,7838.4076171469,5185.5857696532,10357.6396386243,17148.7467061253,14195.4301383638,8938.9651510666,9577.7718137858
"UniRef90_P11369|unclassified",8605.7653840234,6212.846200699,13616.2195112309,8776.2629988151,5760.5647522947,10165.8245715984,16804.9165569393,8182.9925193901,7655.4933794296,6122.3882028484,7838.4076171469,5185.5857696532,10357.6396386243,17148.7467061253,14195.4301383638,8938.9651510666,9577.7718137858
"UniRef90_Q7R7J9",8596.5294491985,3985.3142277563,10813.760731377,4783.1935997803,2666.2716631951,8290.8150942383,7619.4504297943,6878.6774409829,5893.9323723156,7183.4029149875,8501.8662127502,4852.4962288234,6982.5417977889,18060.2831980976,7762.5897914351,4672.8727537099,6628.0448822895
"UniRef90_Q7R7J9|unclassified",8596.5294491985,3985.3142277563,10813.760731377,4783.1935997803,2666.2716631951,8290.8150942383,7619.4504297943,6878.6774409829,5893.9323723156,7183.4029149875,8501.8662127502,4852.4962288234,6982.5417977889,18060.2831980976,7762.5897914351,4672.8727537099,6628.0448822895
"UniRef90_UPI000A3D281E",8568.5459697901,4052.3005547794,20578.9541437186,9700.3966667869,4230.1678911058,7070.6041499957,12341.9605782618,11168.9220853707,7992.0979824336,14998.9103356548,18358.3084407194,9898.1919859647,9615.1746263063,15397.1612770656,10503.4258165131,10493.4862939308,13701.5398144595
"UniRef90_UPI000A3D281E|unclassified",8568.5459697901,4052.3005547794,20578.9541437186,9700.3966667869,4230.1678911058,7070.6041499957,12341.9605782618,11168.9220853707,7992.0979824336,14998.9103356548,18358.3084407194,9898.1919859647,9615.1746263063,15397.1612770656,10503.4258165131,10493.4862939308,13701.5398144595
"UniRef90_UPI000A3CEEB0",8442.2169305623,5837.4840983903,12225.8142942122,8230.100607146,5037.5485796785,9478.6912109461,14457.6167822433,7762.9730026435,7078.9197955895,5705.1467851204,7083.2077038625,5476.1516134156,9894.854580863,16360.62235062,13074.1740336796,8342.1035938459,9107.1035259055
